clip_index,bvid,url,title,play_snapshot,duration_seconds,uploader,context_family,context_status,source_class,transcript_status,transcript_model,transcript_characters,segment_count,title_overclaim_signal,title_actionable_signal,title_high_medical_risk,transcript_overclaim_signal,transcript_actionable_signal,transcript_high_medical_risk,transcript_signal_scope,direct_quote_ready,evidence_rule,transcript_asset
74,BV1yo4y1c7qg,https://www.bilibili.com/video/BV1yo4y1c7qg/,倪海厦老师：脸上有痣有斑的千万要注意了,429073,42,国学箴言,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,202,2,True,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
75,BV1Vu4y1p7Jx,https://www.bilibili.com/video/BV1Vu4y1p7Jx/,倪海厦：湿气重，这个动作经常练，能快速祛除经络上的湿，简单易学很实用,426863,55,守一同道,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,203,5,True,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
76,BV181421r74H,https://www.bilibili.com/video/BV181421r74H/,倪海厦:任何结节、肿块——轻松去除,423984,71,励文图书,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,385,9,True,True,True,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
77,BV1GXkMYZEsf,https://www.bilibili.com/video/BV1GXkMYZEsf/,修行密码，还有能看懂的吗？,423484,12,中研太和,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,0,0,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
78,BV1wj411Q7iA,https://www.bilibili.com/video/BV1wj411Q7iA/,倪海厦：湿气重，这个动作经常练，能快速祛除经络上的湿，简单易学很实用,420107,43,倪师全集字幕版,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,189,5,True,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
79,BV1LFt3eDEM6,https://www.bilibili.com/video/BV1LFt3eDEM6/,学中医前吃榴莲VS学中医后吃榴莲,419854,61,中研太和,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,88,3,False,True,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
80,BV1dS42197Gk,https://www.bilibili.com/video/BV1dS42197Gk/,倪海厦：能赶走癌细胞的一个方法，每两周做一次，五脏不会得大病,419798,117,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,597,4,False,True,True,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
81,BV1DV411M7Qz,https://www.bilibili.com/video/BV1DV411M7Qz/,经常艾灸这两个穴位，身体不会有多余的湿浊，好处太多了,418315,57,倪海厦完整字幕版,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,279,9,False,True,False,True,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
82,BV1p3411c7D1,https://www.bilibili.com/video/BV1p3411c7D1/,倪海厦：耳后有这个骨的人，天生聪慧,414760,66,昆达里尼唤醒,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,308,3,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
83,BV17e411Y7ZH,https://www.bilibili.com/video/BV17e411Y7ZH/,这种面相，不想富都难,413551,14,羽羽的国学生活,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,57,2,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
84,BV1Qe41137HX,https://www.bilibili.com/video/BV1Qe41137HX/,倪海厦：一天睡几个小时最合适？,410549,55,炳辰师兄国学笔记,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,237,4,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
85,BV1GC4y127J8,https://www.bilibili.com/video/BV1GC4y127J8/,你女朋友的手有这个特征，一定要娶回家,410316,47,自学倪师医学,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,229,14,True,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
86,BV1sz4y1W7KW,https://www.bilibili.com/video/BV1sz4y1W7KW/,倪师教你看未来另一半,410047,55,清风寻远,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,225,4,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
87,BV1Lt4y1K7U7,https://www.bilibili.com/video/BV1Lt4y1K7U7/,倪海厦：下完整个针，房间瞬间变冷，穿再多衣服也不管用,409697,149,昆达里尼唤醒,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,670,16,False,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
88,BV1dL411r7ew,https://www.bilibili.com/video/BV1dL411r7ew/,倪师玉肌散，诚不欺我，肉眼可见的变化,408838,55,我才是学神,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,220,3,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
89,BV1PZ4y167Ck,https://www.bilibili.com/video/BV1PZ4y167Ck/,“治肾”“补肾”秘方！建议立马收藏！,406913,317,洙泗先生,金匮要略,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,1486,46,False,True,False,True,True,True,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
90,BV1Hb42177QQ,https://www.bilibili.com/video/BV1Hb42177QQ/,倪海厦:任何皮肤病，统统治愈！,405063,66,励文图书,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,301,4,True,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
91,BV1H44y1n72T,https://www.bilibili.com/video/BV1H44y1n72T/,倪海厦：教你彻底摆脱糖尿病！,404060,492,洙泗先生,金匮要略,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,827,41,False,False,True,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
92,BV1KT411L7Me,https://www.bilibili.com/video/BV1KT411L7Me/,倪海厦：睡觉的朝向，有讲究,403388,43,倪海厦汉唐国学,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,179,3,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
93,BV1smwQeSE5U,https://www.bilibili.com/video/BV1smwQeSE5U/,倪师讲乌梅丸怎么制作的？,401264,72,娃古生活号,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,103,6,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
94,BV1Uo4y147H5,https://www.bilibili.com/video/BV1Uo4y147H5/,倪海厦：手上这里丰满的人有钱,401046,39,国学传承倪海厦,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,166,2,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
95,BV15m4y1R72k,https://www.bilibili.com/video/BV15m4y1R72k/,最快速的养胃方法，记得收藏！,401045,111,洙泗先生,伤寒论,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,466,30,True,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
96,BV1bUw2eCEhX,https://www.bilibili.com/video/BV1bUw2eCEhX/,此等宝物，不得不说，有时候不能怪曹操多疑！,397542,18,中研太和,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,13,1,True,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
97,BV1Z5411v7gZ,https://www.bilibili.com/video/BV1Z5411v7gZ/,吃米跟吃面哪个比较“爽”？,393461,55,林大栋中医课堂,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,246,2,False,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
98,BV18jWgzREE7,https://www.bilibili.com/video/BV18jWgzREE7/,鉴定一下网络热门中医视频（2）中医外科，针灸透法，生吃石硫磺,391519,309,医者采仁,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,193,7,False,True,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
99,BV1ST411q7Jd,https://www.bilibili.com/video/BV1ST411q7Jd/,别再被倪海厦骗了,388080,33,大海豚413,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,173,4,False,False,False,True,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
100,BV1ec411K7CF,https://www.bilibili.com/video/BV1ec411K7CF/,倪海厦：孩子，老人，眼睛有近视远视，单用这一味药，眼睛就越来越亮,383897,102,富贵国学,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,401,9,False,True,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
101,BV12PpBePEhD,https://www.bilibili.com/video/BV12PpBePEhD/,倪海厦：五脏逼毒发。建议点赞收藏，每天早上练一练、,381333,37,木熙木溪,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,0,0,False,True,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
102,BV1g1421q7t8,https://www.bilibili.com/video/BV1g1421q7t8/,喜欢独处，不喜欢跟人说话的根本原因。,379942,29,从零学中医,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,140,3,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
103,BV1gPATeNE5S,https://www.bilibili.com/video/BV1gPATeNE5S/,用倪师的方法泡狗掌,376102,128,娃古生活号,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,420,5,False,True,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
104,BV1nE421u7s2,https://www.bilibili.com/video/BV1nE421u7s2/,倪海厦：养肾，这两件事少做,369142,80,中医知识指导生活,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,313,13,False,False,False,True,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
105,BV11V4y1A731,https://www.bilibili.com/video/BV11V4y1A731/,怎么判断追你的男孩子是想娶你还是想睡你,368987,54,实用紫微斗数,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,22,1,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
106,BV17h411E7GM,https://www.bilibili.com/video/BV17h411E7GM/,倪海厦：白头发多怎么办？教你一个绝招,368859,37,顶级国学思维,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,184,3,False,False,False,True,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
107,BV1UJ4m1p7Ba,https://www.bilibili.com/video/BV1UJ4m1p7Ba/,倪海厦：女人只要保证这个地方热，就一辈子不会有妇科、肿瘤,367423,146,倪海厦智慧,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,756,19,False,True,True,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
108,BV1CS4y1x7cs,https://www.bilibili.com/video/BV1CS4y1x7cs/,山药这样吃，越吃越白，胜过所有保养品！,365757,44,倪师国学堂,神农本草经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,176,2,False,True,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
109,BV1GT411c7bE,https://www.bilibili.com/video/BV1GT411c7bE/,倪海厦：想要找一个好先生的女士可以来看下。,365323,121,法生道医,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,481,4,False,False,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
110,BV1yC4y1y76j,https://www.bilibili.com/video/BV1yC4y1y76j/,倪海厦：最迅速的祛湿方法,365296,292,中医知识指导生活,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,1464,28,False,True,False,True,True,True,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
111,BV1H94y1K7Wm,https://www.bilibili.com/video/BV1H94y1K7Wm/,倪海厦：冬天吃甘蔗，大补,363192,116,自学倪师医方,伤寒论,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,580,9,False,True,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
112,BV1Mm421E784,https://www.bilibili.com/video/BV1Mm421E784/,对异性逐渐失去兴趣的三大爱好,362270,12,任东啊,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,0,0,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
113,BV1Wb411R7gH,https://www.bilibili.com/video/BV1Wb411R7gH/,倪海厦:好淫好色的人，从脸上都可以看出来,360566,78,这是乙卯乙卯,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,368,9,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
114,BV18r421H7Ci,https://www.bilibili.com/video/BV18r421H7Ci/,今年开始少喝牛奶！倪海厦vs钟南山！,360028,142,老师倪海厦,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,660,55,False,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
115,BV1we411J7Hc,https://www.bilibili.com/video/BV1we411J7Hc/,倪海厦：一个动作增加人的阳气,359307,104,倪海厦智慧,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,461,4,False,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
116,BV17D4217713,https://www.bilibili.com/video/BV17D4217713/,倪海厦：尿酸高痛风，一杯水就能解决，还能净化肾脏,358772,118,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,485,8,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
117,BV17i421e7D6,https://www.bilibili.com/video/BV17i421e7D6/,倪海厦：提个醒，这个一旦凸起，“阳气”已大虚,358312,100,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,492,8,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
118,BV1d1W3e5E1H,https://www.bilibili.com/video/BV1d1W3e5E1H/,讲述鬼门十三针的故事,354441,384,中研太和,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,1988,30,False,True,False,True,True,True,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
119,BV1He41157rR,https://www.bilibili.com/video/BV1He41157rR/,倪海厦：这种人野心极大，一看便知,353589,152,炳辰师兄国学笔记,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,478,6,False,False,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
120,BV1MV411Q7eR,https://www.bilibili.com/video/BV1MV411Q7eR/,"任何的心脏问题,世界上只有这个药能治好",352587,101,自学倪师医学,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,333,7,False,True,True,True,True,True,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
121,BV17ss8evE2Y,https://www.bilibili.com/video/BV17ss8evE2Y/,鬼门十三针的传人！云南百岁僧医张宗海老先生！,351602,111,中研太和,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,515,9,False,True,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
122,BV1Qv4y1b72r,https://www.bilibili.com/video/BV1Qv4y1b72r/,倪海厦：别吃太饱，少做检查,350392,115,国学传承倪海厦,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,589,12,False,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
123,BV1TH4y167V6,https://www.bilibili.com/video/BV1TH4y167V6/,一个人内心怎么样，看手掌就知道,346914,69,倪海厦完整字幕版,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,292,3,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
124,BV12N4y1N7ps,https://www.bilibili.com/video/BV12N4y1N7ps/,你没听过的:徐师罕见的点评倪师,342420,76,孔雀翎517招聘中,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,272,3,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
125,BV1is421u7nS,https://www.bilibili.com/video/BV1is421u7nS/,倪海厦：强脾胃，记得这样揉腹！很多人都揉反了！,341674,515,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
126,BV1AC4y1f7z3,https://www.bilibili.com/video/BV1AC4y1f7z3/,血脂高、血液太浓，倪师教你一招,340006,179,自学倪师医学,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
127,BV1en4y1d74v,https://www.bilibili.com/video/BV1en4y1d74v/,倪海厦：经常生气，郁结焦虑，很容易伤到肝的，请将这个动作每天做够5次,339775,109,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
128,BV1Gc411i7Rm,https://www.bilibili.com/video/BV1Gc411i7Rm/,倪海厦，女人面相看财富命运,337791,93,倪师中医自学,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
129,BV1zP411M79T,https://www.bilibili.com/video/BV1zP411M79T/,倪海厦：泡酒：巴戟天 淫羊藿 肉苁蓉 覆盆子（菟丝子）泡高度米酒（学术探讨用）,333456,89,秘密研究中心,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
130,BV1ke411w7rr,https://www.bilibili.com/video/BV1ke411w7rr/,夏枯草煮蛋,332302,14,小史传统妙招,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
131,BV1dwWQzjEv5,https://www.bilibili.com/video/BV1dwWQzjEv5/,【第四次补档】创奇耐毒王，把内脏当炼丹炉用，吃一个月石硫磺后查出白血病，硬抗三个月见了倪海厦，少壮吃石硫磺，百日投胎成婴儿,331630,147,志在兴汉,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
132,BV13xwmeEE4y,https://www.bilibili.com/video/BV13xwmeEE4y/,现代医学VS中医牛奶观 您怎么看?,330547,89,中研太和,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
133,BV1iM4y1h7Lc,https://www.bilibili.com/video/BV1iM4y1h7Lc/,倪海厦讲：一滴精十滴血原理！,330404,182,大医倪师,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
134,BV1V442197SF,https://www.bilibili.com/video/BV1V442197SF/,倪海厦：三招，皮肤变白变好,330133,118,中医知识指导生活,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
135,BV1ym4y1m7XR,https://www.bilibili.com/video/BV1ym4y1m7XR/,倪海厦APP，来了,327076,115,中医之家APP,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
136,BV1Gz421d7qd,https://www.bilibili.com/video/BV1Gz421d7qd/,嫁得很好，因为鼻子长得好！,326590,38,倪师海厦哎,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,13,1,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
137,BV1PJ4m1u7Ah,https://www.bilibili.com/video/BV1PJ4m1u7Ah/,倪海厦：正确吃黄芪，长期不上火,324414,101,一九中医资料库,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,505,5,False,True,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
138,BV1UG411C7Bq,https://www.bilibili.com/video/BV1UG411C7Bq/,倪海厦：人几点睡觉最好,324065,90,倪海厦完整字幕版,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,274,6,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
139,BV1c8411Z7FD,https://www.bilibili.com/video/BV1c8411Z7FD/,女人35岁之后就开始衰老，一个方法可以保持年轻,323501,71,李书彦,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,215,3,False,True,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
140,BV1KF411w7Vi,https://www.bilibili.com/video/BV1KF411w7Vi/,倪海厦：失眠有三种，你是哪一种？,322202,94,昆达里尼唤醒,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,432,4,False,False,False,True,True,True,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
141,BV1wN4y1R7qv,https://www.bilibili.com/video/BV1wN4y1R7qv/,终于吃糖自由了！吃蔗糖，不吃精炼糖。,321470,34,宅小悦爱养生,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,179,3,False,True,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
142,BV1yh411c7t5,https://www.bilibili.com/video/BV1yh411c7t5/,倪海厦：胎儿是男是女，不用B超，一招搞定,321099,84,富贵国学,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,433,3,True,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
143,BV13r421373R,https://www.bilibili.com/video/BV13r421373R/,倪海厦：千古第一方，提升免疫力，有事没事喝一碗,318322,45,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,226,2,False,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
